times, live_mean, apoptotic_mean, necrotic_mean
0.0,37.0,0.0,0.0
30.0,37.8,0.0,0.0
60.0,38.8,0.0,0.0
90.0,39.8,0.0,0.0
120.0,40.7,0.0,0.0
150.0,41.6,0.0,0.0
180.0,42.4,0.0,0.0
210.0,43.3,0.0,0.0
240.0,44.1,0.0,0.0
270.0,45.1,0.0,0.0
300.0,46.0,0.0,0.0
330.0,47.2,0.0,0.0
360.0,48.2,0.0,0.0
390.0,49.2,0.0,0.0
420.0,50.2,0.0,0.0
450.0,51.1,0.0,0.0
480.0,52.2,0.0,0.0
510.0,53.5,0.0,0.0
540.0,54.6,0.0,0.0
570.0,55.9,0.0,0.0
600.0,57.0,0.0,0.0
630.0,58.0,0.0,0.0
660.0,59.3,0.0,0.0
690.0,60.2,0.0,0.0
720.0,61.7,0.0,0.0
750.0,63.2,0.0,0.0
780.0,64.6,0.0,0.0
810.0,66.4,0.0,0.0
840.0,67.7,0.0,0.0
870.0,69.0,0.0,0.0
900.0,70.4,0.0,0.0
930.0,72.2,0.0,0.0
960.0,73.6,0.0,0.0
990.0,75.3,0.0,0.0
1020.0,76.8,0.0,0.0
1050.0,78.5,0.0,0.0
1080.0,80.3,0.0,0.0
1110.0,82.1,0.0,0.0
1140.0,83.8,0.0,0.0
1170.0,85.6,0.0,0.0
1200.0,87.4,0.0,0.0
1230.0,89.5,0.0,0.0
1260.0,91.4,0.0,0.0
1290.0,93.3,0.0,0.0
1320.0,95.4,0.0,0.0
1350.0,97.2,0.0,0.0
1380.0,99.2,0.0,0.0
1410.0,101.8,0.0,0.0
1440.0,104.1,0.0,0.0
1470.0,106.2,0.0,0.0
1500.0,108.4,0.0,0.0
1530.0,110.9,0.0,0.0
1560.0,113.3,0.0,0.0
1590.0,116.1,0.0,0.0
1620.0,118.7,0.0,0.0
1650.0,121.2,0.0,0.0
1680.0,123.8,0.0,0.0
1710.0,126.4,0.0,0.0
1740.0,129.0,0.0,0.0
1770.0,132.0,0.0,0.0
1800.0,134.5,0.0,0.0
1830.0,137.6,0.0,0.0
1860.0,140.3,0.0,0.0
1890.0,142.9,0.0,0.0
1920.0,145.7,0.0,0.0
1950.0,148.4,0.0,0.0
1980.0,151.5,0.0,0.0
2010.0,155.1,0.0,0.0
2040.0,158.9,0.0,0.0
2070.0,162.2,0.0,0.0
2100.0,166.1,0.0,0.0
2130.0,169.4,0.0,0.0
2160.0,173.2,0.0,0.0
2190.0,176.9,0.0,0.0
2220.0,180.5,0.0,0.0
2250.0,184.4,0.0,0.0
2280.0,188.7,0.0,0.0
2310.0,192.4,0.0,0.0
2340.0,196.5,0.0,0.0
2370.0,201.1,0.0,0.0
2400.0,205.8,0.0,0.0
2430.0,210.3,0.0,0.0
2460.0,215.0,0.0,0.0
2490.0,219.9,0.0,0.0
2520.0,224.5,0.0,0.0
2550.0,229.3,0.0,0.0
2580.0,234.5,0.0,0.0
2610.0,239.4,0.0,0.0
2640.0,244.4,0.0,0.0
2670.0,249.8,0.0,0.0
2700.0,255.6,0.0,0.0
2730.0,260.9,0.0,0.0
2760.0,266.9,0.0,0.0
2790.0,272.9,0.0,0.0
2820.0,278.4,0.0,0.0
2850.0,285.0,0.0,0.0
2880.0,290.8,0.0,0.0
2910.0,297.8,0.0,0.0
2940.0,303.8,0.0,0.0
2970.0,310.7,0.0,0.0
3000.0,317.9,0.0,0.0
3030.0,324.4,0.0,0.0
3060.0,331.7,0.0,0.0
3090.0,339.0,0.0,0.0
3120.0,346.0,0.0,0.0
3150.0,353.9,0.0,0.0
3180.0,362.2,0.0,0.0
3210.0,370.3,0.0,0.0
3240.0,378.2,0.0,0.0
3270.0,386.2,0.0,0.0
3300.0,394.7,0.0,0.0
3330.0,403.3,0.0,0.0
3360.0,412.6,0.0,0.0
3390.0,421.7,0.0,0.0
3420.0,430.9,0.0,0.0
3450.0,439.7,0.0,0.0
3480.0,448.6,0.0,0.0
3510.0,457.5,0.0,0.0
3540.0,467.2,0.0,0.0
3570.0,477.3,0.0,0.0
3600.0,486.9,0.0,0.0
